,ZIP,LAT,LNG
230,10977,41.11892,-74.048158
231,10979,41.18283,-74.314921
232,10980,41.238822,-74.050163
233,10983,41.031088,-73.947703
234,10984,41.202903,-74.022265
235,10985,41.583519,-74.373188
236,10986,41.285235,-73.99871
237,10987,41.186927,-74.23735
238,10988,41.302081,-74.548556
239,10989,41.122955,-73.938031
240,10990,41.267448,-74.364011
241,10992,41.426089,-74.164664
242,10993,41.209896,-73.973842
243,10994,41.098072,-73.972649
244,10996,41.3937,-73.972175
245,10998,41.324076,-74.541179
246,11001,40.723317,-73.704949
247,11003,40.699176,-73.706166
248,11004,40.746204,-73.711478
249,11005,40.756596,-73.714178
250,11010,40.700587,-73.675018
251,11020,40.771442,-73.714819
252,11021,40.784319,-73.731488
253,11023,40.798909,-73.733653
254,11024,40.816251,-73.742872
255,11030,40.793409,-73.688549
256,11040,40.745347,-73.680292
257,11042,40.758534,-73.697235
258,11050,40.8399,-73.693124
259,11096,40.621346,-73.75699
260,11101,40.747155,-73.93975
261,11102,40.772884,-73.926295
262,11103,40.762574,-73.913447
263,11104,40.744634,-73.920201
264,11105,40.778877,-73.906769
265,11106,40.762211,-73.931528
266,11109,40.745115,-73.956928
267,11201,40.693682,-73.989693
268,11203,40.649591,-73.934371
269,11204,40.618779,-73.984826
270,11205,40.694696,-73.966286
271,11206,40.701954,-73.942358
272,11207,40.670747,-73.894209
273,11208,40.669769,-73.871372
274,11209,40.621982,-74.030324
275,11210,40.628147,-73.946324
276,11211,40.712597,-73.953098
277,11212,40.662936,-73.913029
278,11213,40.671078,-73.936336
279,11214,40.599148,-73.99609
280,11215,40.662688,-73.98674
281,11216,40.680768,-73.949316
282,11217,40.682306,-73.978099
283,11218,40.643468,-73.976046
284,11219,40.632667,-73.996669
285,11220,40.641221,-74.016862
286,11221,40.69134,-73.927879
287,11222,40.72779,-73.947605
288,11223,40.597139,-73.973428
289,11224,40.577372,-73.988706
290,11225,40.663046,-73.954219
291,11226,40.646448,-73.956649
292,11228,40.616695,-74.013047
293,11229,40.601293,-73.944493
294,11230,40.622164,-73.965105
295,11231,40.677916,-74.005154
296,11232,40.656546,-74.007355
297,11233,40.678308,-73.919936
298,11234,40.60508,-73.911721
299,11235,40.583949,-73.949096
300,11236,40.639413,-73.900664
301,11237,40.70416,-73.921139
302,11238,40.679171,-73.963804
303,11239,40.647735,-73.879477
304,11351,40.780747,-73.825301
305,11354,40.768208,-73.827403
306,11355,40.751452,-73.821031
307,11356,40.78485,-73.841279
308,11357,40.786393,-73.810864
309,11358,40.760471,-73.796371
310,11359,40.791781,-73.776875
311,11360,40.780379,-73.78123
312,11361,40.764191,-73.772775
313,11362,40.756574,-73.737845
314,11363,40.772616,-73.746526
315,11364,40.745289,-73.760586
316,11365,40.739634,-73.79449
317,11366,40.728152,-73.785019
318,11367,40.730145,-73.82703
319,11368,40.751718,-73.851822
320,11369,40.763365,-73.872374
321,11370,40.765393,-73.893243
322,11371,40.773894,-73.873475
323,11372,40.75169,-73.883638
324,11373,40.738837,-73.878535
325,11374,40.726418,-73.861526
326,11375,40.720934,-73.846151
327,11377,40.744819,-73.905156
328,11378,40.724744,-73.909639
329,11379,40.716748,-73.879601
330,11385,40.700671,-73.889433
331,11411,40.694021,-73.736216
332,11412,40.698095,-73.758986
333,11413,40.671659,-73.752568
334,11414,40.657604,-73.844804
335,11415,40.707917,-73.828212
336,11416,40.684654,-73.849548
337,11417,40.676446,-73.844443
338,11418,40.700272,-73.835971
339,11419,40.688673,-73.822918
340,11420,40.673583,-73.81773
341,11421,40.694062,-73.858626
342,11422,40.66006,-73.736012
343,11423,40.715606,-73.768471
344,11424,40.714304,-73.827263
345,11425,40.607754,-74.023937
346,11426,40.736425,-73.722376
347,11427,40.730904,-73.745661
348,11428,40.721016,-73.742245
349,11429,40.709766,-73.738653
350,11430,40.646964,-73.784813
351,11432,40.715359,-73.793071
352,11433,40.698162,-73.786893
353,11434,40.676808,-73.776425
354,11435,40.701265,-73.809605
355,11436,40.675807,-73.796622
356,11451,40.701282,-73.795972
357,11501,40.746286,-73.638905
358,11507,40.770847,-73.65226
359,11509,40.587963,-73.728528
360,11510,40.650127,-73.607709
361,11514,40.749892,-73.612477
362,11516,40.625787,-73.726685
363,11518,40.637472,-73.666807
364,11520,40.649401,-73.582951
365,11530,40.726854,-73.637009
366,11542,40.872605,-73.628622
367,11545,40.826321,-73.589365
368,11547,40.83367,-73.642687
369,11548,40.812868,-73.627405
370,11549,40.717289,-73.602775
371,11550,40.701475,-73.621108
372,11552,40.692979,-73.652416
373,11553,40.70643,-73.591622
374,11554,40.720115,-73.558861
375,11556,40.719678,-73.58386
376,11557,40.637176,-73.691976
377,11558,40.605357,-73.649046
378,11559,40.603733,-73.717352
379,11560,40.880757,-73.588724
380,11561,40.589081,-73.648178
381,11563,40.657253,-73.673718
382,11565,40.675061,-73.671667
383,11566,40.663194,-73.554014
384,11568,40.786929,-73.59649
385,11569,40.589785,-73.582303
386,11570,40.666066,-73.638409
387,11572,40.631772,-73.636624
388,11575,40.680422,-73.584877
389,11576,40.798032,-73.647275
390,11577,40.783264,-73.638877
391,11579,40.844016,-73.644006
392,11580,40.6749,-73.702154
393,11581,40.651028,-73.715325
394,11590,40.755182,-73.574338
395,11596,40.759667,-73.642309
396,11598,40.630935,-73.712339
397,11691,40.601278,-73.761651
398,11692,40.594095,-73.792896
399,11693,40.590692,-73.809749
400,11694,40.57827,-73.844762
401,11697,40.555688,-73.920663
402,11701,40.682453,-73.414381
403,11702,40.650697,-73.262218
404,11703,40.732671,-73.32501
405,11704,40.717504,-73.358203
406,11705,40.743277,-73.055841
407,11706,40.722537,-73.252183
408,11709,40.906313,-73.558244
409,11710,40.671972,-73.531972
410,11713,40.776095,-72.942821
411,11714,40.742563,-73.486073
412,11715,40.751006,-73.034877
413,11716,40.776692,-73.134854
414,11717,40.783805,-73.252263
415,11718,40.716435,-73.261514
416,11719,40.782153,-72.912104
417,11720,40.870331,-73.082113
418,11721,40.902425,-73.371427
419,11722,40.78305,-73.194916
420,11724,40.864221,-73.456381
421,11725,40.840492,-73.280815
422,11726,40.678789,-73.395729
423,11727,40.88206,-73.004009
424,11729,40.761136,-73.32526
425,11730,40.717436,-73.17022
426,11731,40.862623,-73.316937
427,11732,40.844738,-73.536885
428,11733,40.940235,-73.11278
429,11735,40.732747,-73.432789
430,11738,40.838199,-73.038213
431,11739,40.736135,-73.161251
432,11740,40.865398,-73.361296
433,11741,40.794895,-73.070328
434,11742,40.810067,-73.041404
435,11743,40.883411,-73.423556
436,11746,40.814268,-73.362276
437,11747,40.788403,-73.407396
438,11749,40.80674,-73.170903
439,11751,40.730486,-73.213924
440,11752,40.757114,-73.174012
441,11753,40.789713,-73.539899
442,11754,40.885566,-73.249901
443,11755,40.857817,-73.116844
444,11756,40.724512,-73.516326
445,11757,40.68901,-73.373328
446,11758,40.668934,-73.458448
447,11762,40.682744,-73.446664
448,11763,40.826582,-72.98405
449,11764,40.938993,-72.979047
450,11765,40.882186,-73.558941
451,11766,40.939219,-73.018666
452,11767,40.842949,-73.145216
453,11768,40.923631,-73.339309
454,11769,40.734348,-73.125025
455,11770,40.645842,-73.156596
456,11771,40.872799,-73.52502
457,11772,40.76178,-72.987407
458,11776,40.913615,-73.046398
459,11777,40.956068,-73.066659
460,11778,40.948046,-72.937093
461,11779,40.812958,-73.11449
462,11780,40.909287,-73.174729
463,11782,40.738088,-73.08167
464,11783,40.677612,-73.490014
465,11784,40.868923,-73.041215
466,11786,40.950485,-72.886658
467,11787,40.852924,-73.21126
468,11788,40.818088,-73.213209
469,11789,40.962028,-72.971008
470,11790,40.905957,-73.127374
471,11791,40.828288,-73.505922
472,11792,40.954997,-72.825588
473,11793,40.651288,-73.514726
474,11794,40.91336,-73.124883
475,11795,40.709005,-73.296337
476,11796,40.731246,-73.099419
477,11797,40.820208,-73.47245
478,11798,40.752599,-73.378743
479,11801,40.762304,-73.524452
480,11803,40.7817,-73.473035
481,11804,40.75901,-73.457384
482,11901,40.926901,-72.643499
483,11930,40.989988,-72.099587
484,11931,40.934273,-72.612403
485,11932,40.934313,-72.306615
486,11933,40.942231,-72.765594
487,11934,40.798359,-72.794297
488,11935,41.021223,-72.486958
489,11937,41.013013,-72.168912
490,11939,41.123116,-72.31535
491,11940,40.813171,-72.752002
492,11941,40.83016,-72.729761
493,11942,40.850303,-72.581827
494,11944,41.10403,-72.371541
495,11946,40.87027,-72.521704
496,11947,40.950659,-72.571053
497,11948,40.96364,-72.553489
498,11949,40.866503,-72.804643
499,11950,40.808032,-72.84701
500,11951,40.763164,-72.830344
501,11952,41.001648,-72.547599
502,11953,40.892505,-72.951172
503,11954,41.047565,-71.946386
504,11955,40.809133,-72.816101
505,11956,40.969049,-72.462175
506,11957,41.192201,-72.148968
507,11958,41.039067,-72.464419
508,11959,40.822586,-72.601345
509,11960,40.810615,-72.706062
510,11961,40.905139,-72.888349
511,11962,40.930895,-72.268719
512,11963,40.993155,-72.319664
513,11964,41.055827,-72.319034
514,11965,41.096081,-72.2884
515,11967,40.794778,-72.875477
516,11968,40.905925,-72.415662
517,11970,40.938952,-72.577539
518,11971,41.064037,-72.430926
519,11972,40.847825,-72.702889
520,11973,40.867173,-72.882123
521,11975,40.941107,-72.244466
522,11976,40.922393,-72.350704
523,11977,40.827467,-72.678983
524,11978,40.826323,-72.649008
525,11980,40.831296,-72.923154
526,12007,42.455665,-73.927143
527,12008,42.853488,-73.906535
528,12009,42.697723,-74.03535
529,12010,42.937632,-74.173325
530,12015,42.294057,-73.825116
531,12017,42.32111,-73.455997
532,12018,42.628833,-73.520771
533,12019,42.934351,-73.881808
534,12020,43.001589,-73.868123
535,12022,42.656951,-73.333851
536,12023,42.598558,-74.183022
537,12024,42.476788,-73.533278
538,12025,43.083346,-74.138092
539,12027,42.935415,-73.907815
540,12028,42.934442,-73.442269
541,12029,42.41595,-73.424961
542,12031,42.766038,-74.451615
543,12032,43.124008,-74.52507
544,12033,42.543138,-73.705499
545,12035,42.730427,-74.359221
546,12036,42.541514,-74.673053
547,12037,42.344725,-73.567126
548,12040,42.63735,-73.350721
549,12041,42.577943,-73.95266
550,12042,42.416518,-73.938206
551,12043,42.69397,-74.530506
552,12045,42.482555,-73.800532
553,12046,42.507517,-73.925621
554,12047,42.784054,-73.726219
555,12051,42.345522,-73.842543
556,12052,42.75447,-73.478427
557,12053,42.757544,-74.190867
558,12054,42.608547,-73.864416
559,12056,42.764785,-74.09515
560,12057,42.968892,-73.346287
561,12058,42.34442,-73.917635
562,12059,42.619223,-74.060881
563,12060,42.410631,-73.505286
564,12061,42.599312,-73.657175
565,12062,42.538976,-73.504976
566,12063,42.568163,-73.638051
567,12064,42.614166,-74.655719
568,12065,42.852284,-73.785597
569,12066,42.790105,-74.352762
570,12067,42.557461,-73.920294
571,12068,42.956069,-74.401829
572,12069,42.946036,-74.279938
573,12070,42.986058,-74.263032
574,12071,42.552657,-74.422661
575,12072,42.884893,-74.356737
576,12074,43.054217,-74.030006
577,12075,42.299922,-73.633627
578,12076,42.410272,-74.395734
579,12077,42.588163,-73.777694
580,12078,43.134351,-74.339632
581,12083,42.424859,-74.026509
582,12084,42.704669,-73.899364
583,12085,42.703313,-73.963261
584,12086,43.009005,-74.086332
585,12087,42.43225,-73.892894
586,12089,42.867493,-73.312753
587,12090,42.876802,-73.351525
588,12092,42.696079,-74.378715
589,12093,42.497791,-74.628105
590,12094,42.899423,-73.490058
591,12095,43.024817,-74.403815
592,12106,42.389554,-73.710951
593,12108,43.573248,-74.451487
594,12110,42.750578,-73.776118
595,12115,42.477301,-73.5767
596,12116,42.538795,-74.911164
597,12117,43.167143,-74.261237
598,12118,42.909321,-73.713085
599,12120,42.449724,-74.148844
600,12121,42.839897,-73.607392
601,12122,42.54202,-74.326145
602,12123,42.547343,-73.598306
603,12124,42.453111,-73.797581
604,12125,42.484748,-73.399844
605,12130,42.442223,-73.65938
606,12131,42.453371,-74.463913
607,12132,42.470521,-73.630031
608,12134,43.269201,-74.228185
609,12136,42.420119,-73.565108
610,12137,42.860334,-74.133072
611,12138,42.748836,-73.370379
612,12139,43.500221,-74.579544
613,12140,42.696684,-73.540064
614,12143,42.489818,-73.855238
615,12144,42.627836,-73.717842
616,12147,42.518611,-74.15884
617,12148,42.827793,-73.848164
618,12149,42.616654,-74.563446
619,12150,42.880523,-74.052689
620,12151,42.922697,-73.787225
621,12153,42.629923,-73.473341
622,12154,42.93746,-73.605775
623,12155,42.596357,-74.827655
624,12156,42.483504,-73.747254
625,12157,42.669798,-74.286077
626,12158,42.542158,-73.822091
627,12159,42.651428,-73.885894
628,12160,42.761621,-74.383152
629,12161,42.534769,-73.854863
630,12164,43.578133,-74.359045
631,12165,42.306136,-73.504114
632,12166,42.833587,-74.445509
633,12167,42.424942,-74.578036
634,12168,42.560862,-73.380714
635,12169,42.592887,-73.448036
636,12170,43.001956,-73.667271
637,12172,42.288764,-73.739212
638,12173,42.380013,-73.75966
639,12174,42.353449,-73.728436
640,12175,42.544369,-74.55622
641,12176,42.382017,-73.980862
642,12177,42.950952,-74.28726
643,12180,42.748588,-73.599536
644,12182,42.799699,-73.630864
645,12183,42.74787,-73.692595
646,12184,42.419893,-73.653359
647,12185,42.862521,-73.554112
648,12186,42.633164,-73.977188
649,12187,42.61884,-74.463554
650,12188,42.821216,-73.695525
651,12189,42.736341,-73.717521
652,12190,43.475631,-74.28541
653,12192,42.409035,-73.827677
654,12193,42.52276,-74.043268
655,12194,42.528462,-74.447631
656,12195,42.482789,-73.475088
657,12196,42.631786,-73.613946
658,12197,42.609999,-74.724749
659,12198,42.672768,-73.633574
660,12202,42.635575,-73.759658
661,12203,42.681048,-73.84698
662,12204,42.691517,-73.73375
663,12205,42.718785,-73.82924
664,12206,42.674514,-73.782733
665,12207,42.658398,-73.745952
666,12208,42.653031,-73.809978
667,12209,42.638686,-73.790469
668,12210,42.659502,-73.756237
669,12211,42.703095,-73.763706
670,12222,42.685261,-73.82323
671,12302,42.878182,-73.982505
672,12303,42.740387,-73.905398
673,12304,42.77469,-73.898297
674,12305,42.811981,-73.950252
675,12306,42.805429,-74.044227
676,12307,42.804981,-73.932822
677,12308,42.82098,-73.91967
678,12309,42.79983,-73.864972
679,12401,41.987541,-74.010273
680,12404,41.818958,-74.236082
681,12405,42.317909,-74.085995
682,12406,42.079943,-74.524093
683,12407,42.317638,-74.358152
684,12409,42.040569,-74.181139
685,12410,42.066096,-74.424732
686,12411,41.876019,-74.044802
687,12412,42.012732,-74.279585
688,12413,42.313984,-74.02216
689,12414,42.232019,-73.913867
690,12416,42.10304,-74.281552
691,12417,41.906422,-73.990723
692,12418,42.358758,-74.16168
693,12419,41.860252,-74.102007
694,12420,41.672466,-74.371559
695,12421,42.250044,-74.546139
696,12422,42.391829,-74.213288
697,12423,42.379218,-74.109746
698,12424,42.247617,-74.115847
699,12427,42.134238,-74.136736
700,12428,41.746858,-74.466143
701,12429,41.833329,-73.985378
702,12430,42.200758,-74.49916
703,12431,42.362023,-74.023533
704,12432,42.04442,-73.944531
705,12433,42.000641,-74.156576
706,12434,42.36364,-74.502385
707,12435,41.7308,-74.51336
708,12436,42.195759,-74.077821
709,12438,42.204899,-74.601006
710,12439,42.277817,-74.21039
711,12440,41.781151,-74.172876
712,12441,42.134422,-74.509215
713,12442,42.182411,-74.222991
714,12443,41.934991,-74.084925
715,12444,42.264233,-74.29752
716,12446,41.809559,-74.326443
717,12448,42.086646,-74.16066
718,12449,41.992378,-73.993774
719,12450,42.133247,-74.244279
720,12451,42.304893,-73.948176
721,12452,42.252385,-74.364938
722,12453,42.093389,-73.936281
723,12454,42.28697,-74.149542
724,12455,42.140733,-74.659478
725,12456,42.032705,-73.997133
726,12457,42.044071,-74.252501
727,12458,41.822918,-74.43208
728,12459,42.240382,-74.678893
729,12460,42.415615,-74.14759
730,12461,41.904961,-74.267998
731,12463,42.205517,-74.020428
732,12464,42.02354,-74.367292
733,12465,42.157153,-74.460016
734,12466,41.904345,-73.979025
735,12468,42.300462,-74.423763
736,12469,42.448595,-74.246097
737,12470,42.299624,-74.093387
738,12471,41.843871,-74.041344
739,12472,41.84709,-74.079545
740,12473,42.258166,-74.041007
741,12474,42.323807,-74.583034
742,12475,42.015237,-74.015432
743,12477,42.092591,-73.98811
744,12480,42.135382,-74.391275
745,12481,41.987348,-74.228435
746,12482,42.268143,-73.955446
747,12483,41.672377,-74.421991
748,12484,41.861918,-74.176528
749,12485,42.205023,-74.144201
750,12486,41.832417,-74.063984
751,12487,41.869399,-73.998805
752,12489,41.750485,-74.358293
753,12490,42.122854,-73.924476
754,12491,41.965192,-74.141459
755,12492,42.184926,-74.335763
756,12493,41.785665,-73.974132
757,12494,41.956598,-74.292894
758,12495,42.084923,-74.24068
759,12496,42.337294,-74.269692
760,12498,42.045663,-74.109618
761,12501,41.863095,-73.573627
762,12502,42.086568,-73.664724
763,12503,42.035959,-73.580146
764,12504,42.035298,-73.913144
765,12507,42.009241,-73.917141
766,12508,41.495996,-73.953632
767,12512,41.548499,-73.968402
768,12513,42.219307,-73.720481
769,12514,41.877409,-73.764423
770,12515,41.684774,-74.06484
771,12516,42.106275,-73.563583
772,12517,42.114296,-73.507454
773,12518,41.416157,-74.043064
774,12520,41.428017,-73.996195
775,12521,42.171335,-73.650487
776,12522,41.719979,-73.598384
777,12523,42.08687,-73.759509
778,12524,41.528785,-73.888317
779,12525,41.691564,-74.188272
780,12526,42.122234,-73.858769
781,12527,41.519428,-73.935669
782,12528,41.722054,-74.009482
783,12529,42.198626,-73.542777
784,12530,42.207459,-73.687752
785,12531,41.540556,-73.671671
786,12533,41.559772,-73.787099
787,12534,42.217345,-73.752256
788,12538,41.79223,-73.893767
789,12540,41.671202,-73.724891
790,12542,41.613876,-74.015014
791,12543,41.49552,-74.173104
792,12545,41.782904,-73.669402
793,12546,41.948,-73.523349
794,12547,41.660687,-73.986567
795,12548,41.658064,-74.102416
796,12549,41.528031,-74.259365
797,12550,41.539574,-74.057223
798,12553,41.455714,-74.074901
799,12561,41.759307,-74.096058
800,12563,41.499189,-73.587226
801,12564,41.582614,-73.582577
802,12565,42.247128,-73.647638
803,12566,41.633519,-74.319661
804,12567,41.986194,-73.642216
805,12569,41.734556,-73.792835
806,12570,41.626321,-73.675662
807,12571,42.002775,-73.809608
808,12572,41.924885,-73.863664
809,12574,41.917688,-73.945658
810,12575,41.466705,-74.178871
811,12577,41.42404,-74.122142
812,12578,41.80912,-73.795854
813,12580,41.863651,-73.871536
814,12581,41.901615,-73.700592
815,12582,41.544301,-73.738452
816,12583,42.063367,-73.868652
817,12585,41.726404,-73.69151
818,12586,41.562764,-74.170102
819,12589,41.623791,-74.158771
820,12590,41.592556,-73.886853
821,12592,41.802075,-73.578626
822,12594,41.684461,-73.557676
823,12601,41.701921,-73.911519
824,12603,41.675868,-73.864484
825,12604,41.688259,-73.892171
826,12701,41.650829,-74.699907
827,12719,41.49825,-74.904285
828,12720,41.645848,-74.907849
829,12721,41.581723,-74.422422
830,12722,41.590634,-74.374304
831,12723,41.7531,-74.987694
832,12724,41.837621,-74.958711
833,12725,41.983183,-74.570105
834,12726,41.708209,-75.017203
835,12729,41.475792,-74.623499
836,12732,41.551487,-74.874606
837,12733,41.724769,-74.617933
838,12734,41.734585,-74.75046
839,12736,41.852843,-75.021754
840,12737,41.501481,-74.798632
841,12738,41.676246,-74.586211
842,12740,41.938832,-74.434026
843,12741,41.839141,-75.077725
844,12742,41.724328,-74.723518
845,12743,41.548548,-74.831025
846,12745,41.783433,-75.024648
847,12746,41.442335,-74.656785
848,12747,41.750928,-74.692894
849,12748,41.774642,-74.922609
850,12749,41.695254,-74.841166
851,12750,41.727825,-74.965854
852,12751,41.69573,-74.664485
853,12752,41.680039,-74.99419
854,12754,41.798195,-74.736889
855,12758,41.940283,-74.739118
856,12759,41.78173,-74.658853
857,12760,41.90393,-75.107835
858,12762,41.64796,-74.792011
859,12763,41.676348,-74.522774
860,12764,41.591553,-74.995556
861,12765,41.852341,-74.621165
862,12766,41.815208,-74.978854
863,12767,41.838093,-74.994415
864,12768,41.864443,-74.730022
865,12769,41.657942,-74.467272
866,12770,41.449118,-74.843117
867,12771,41.37438,-74.624279
868,12775,41.613617,-74.59336
869,12776,41.963341,-74.957643
870,12777,41.561782,-74.709708
871,12778,41.642678,-74.81755
