,ZIP,LAT,LNG
4902,24272,37.013892,-82.314775
4903,24273,36.964701,-82.66148
4904,24277,36.744851,-83.038438
4905,24279,37.077698,-82.627403
4906,24280,36.956077,-81.923315
4907,24281,36.637323,-83.340226
4908,24282,36.818761,-83.05431
4909,24283,36.939807,-82.332961
4910,24290,36.612701,-82.56794
4911,24292,36.617691,-81.578136
4912,24293,37.004345,-82.550814
4913,24301,37.06771,-80.810743
4914,24311,36.874202,-81.422004
4915,24312,36.833014,-80.887021
4916,24313,36.909535,-80.819941
4917,24314,37.157244,-81.210414
4918,24315,37.134578,-81.059321
4919,24316,36.955705,-81.668988
4920,24317,36.601166,-80.671347
4921,24318,36.995958,-81.387124
4922,24319,36.745188,-81.654976
4923,24322,36.799014,-81.113662
4924,24323,36.866254,-81.186396
4925,24324,36.974112,-80.776478
4926,24325,36.795414,-80.601603
4927,24326,36.729845,-81.202199
4928,24328,36.645356,-80.700836
4929,24330,36.725798,-81.020688
4930,24333,36.639975,-80.934776
4931,24340,36.753252,-81.767904
4932,24343,36.770411,-80.690913
4933,24347,36.960871,-80.652471
4934,24348,36.652229,-81.215324
4935,24350,36.813319,-80.994209
4936,24351,36.579431,-80.765127
4937,24352,36.709011,-80.531193
4938,24354,36.829354,-81.53971
4939,24360,36.933276,-80.897565
4940,24361,36.767265,-81.845258
4941,24363,36.61663,-81.405048
4942,24366,37.259482,-81.118583
4943,24368,36.888029,-81.302492
4944,24370,36.911415,-81.689789
4945,24374,36.78376,-81.220305
4946,24375,36.768944,-81.387144
4947,24377,37.000269,-81.574692
4948,24378,36.686691,-81.443367
4949,24380,36.859701,-80.508764
4950,24381,36.729989,-80.840655
4951,24382,36.960016,-81.101367
4952,24401,38.134387,-79.085564
4953,24411,38.105128,-79.311238
4954,24412,38.053722,-79.818136
4955,24413,38.542448,-79.600291
4956,24415,37.925,-79.317053
4957,24416,37.722497,-79.360864
4958,24421,38.244653,-79.245141
4959,24422,37.830403,-79.758834
4960,24426,37.763523,-80.084876
4961,24430,38.086959,-79.355799
4962,24431,38.170011,-78.842838
4963,24432,38.14806,-79.443355
4964,24433,38.423609,-79.424285
4965,24435,37.87264,-79.301938
4966,24437,38.220807,-78.935476
4967,24439,37.993806,-79.489306
4968,24440,37.999256,-79.165483
4969,24441,38.226067,-78.824873
4970,24442,38.37253,-79.384617
4971,24445,37.942029,-79.891806
4972,24448,37.79711,-79.788524
4973,24450,37.778993,-79.526578
4974,24457,37.763632,-79.943078
4975,24458,38.315747,-79.527472
4976,24459,38.020846,-79.292305
4977,24460,38.01988,-79.656459
4978,24464,37.874972,-79.094071
4979,24465,38.384565,-79.647758
4980,24467,38.254994,-78.971328
4981,24471,38.31321,-78.78418
4982,24472,37.941157,-79.208568
4983,24473,37.934749,-79.415358
4984,24474,37.805612,-79.84553
4985,24476,37.974466,-79.227361
4986,24477,38.004878,-79.042232
4987,24479,38.163944,-79.239044
4988,24482,38.205935,-78.996676
4989,24483,37.812333,-79.230553
4990,24484,38.155192,-79.78483
4991,24485,38.267603,-79.333024
4992,24486,38.296885,-78.924533
4993,24487,38.18365,-79.598206
4994,24501,37.359733,-79.141286
4995,24502,37.360401,-79.221579
4996,24503,37.454015,-79.249736
4997,24504,37.365249,-79.048192
4998,24517,37.147516,-79.23716
4999,24520,36.586589,-79.029748
5000,24521,37.633294,-79.100863
5001,24522,37.376791,-78.778773
5002,24523,37.344838,-79.523884
5003,24526,37.543273,-79.415935
5004,24527,36.736768,-79.341721
5005,24528,37.079686,-78.876229
5006,24529,36.626619,-78.646754
5007,24530,36.807067,-79.619501
5008,24531,36.842621,-79.453781
5009,24534,36.867415,-78.770512
5010,24536,37.495689,-79.326532
5011,24538,37.345197,-78.962372
5012,24539,36.8529,-78.914718
5013,24540,36.634506,-79.426751
5014,24541,36.588822,-79.5151
5015,24549,36.70666,-79.504475
5016,24550,37.23963,-79.245397
5017,24551,37.356256,-79.324598
5018,24553,37.545504,-78.81001
5019,24554,37.120037,-79.071614
5020,24555,37.669829,-79.484088
5021,24556,37.375825,-79.399305
5022,24557,36.969859,-79.306424
5023,24558,36.774341,-78.953963
5024,24562,37.695426,-78.637777
5025,24563,37.0625,-79.279115
5026,24565,36.85272,-79.189501
5027,24566,36.731828,-79.252639
5028,24569,37.042552,-79.125855
5029,24570,37.34646,-79.424457
5030,24571,37.132961,-79.372748
5031,24572,37.464909,-79.095265
5032,24574,37.57615,-79.253367
5033,24577,36.943958,-78.98277
5034,24578,37.659875,-79.562274
5035,24579,37.585803,-79.502698
5036,24580,36.579054,-78.673121
5037,24581,37.655216,-78.805765
5038,24586,36.607044,-79.276609
5039,24588,37.262151,-79.096232
5040,24589,36.760808,-78.758047
5041,24590,37.796421,-78.490289
5042,24592,36.675795,-78.965555
5043,24593,37.322564,-78.902758
5044,24594,36.646843,-79.178528
5045,24595,37.559559,-79.082716
5046,24597,36.782411,-79.110858
5047,24598,36.60467,-78.788004
5048,24599,37.623562,-78.72389
5049,24601,37.193732,-81.649243
5050,24602,37.183213,-81.65851
5051,24603,37.355386,-82.190109
5052,24604,37.211983,-81.538089
5053,24605,37.254178,-81.371211
5054,24606,37.286313,-81.398771
5055,24607,37.293533,-82.262524
5056,24609,37.009601,-81.807791
5057,24612,37.09335,-81.838141
5058,24613,37.265157,-81.336881
5059,24614,37.298652,-82.071085
5060,24620,37.431334,-82.011704
5061,24622,37.214674,-81.789853
5062,24628,37.282353,-82.222958
5063,24630,37.178327,-81.465545
5064,24631,37.217266,-81.990694
5065,24634,37.267813,-81.902722
5066,24635,37.312617,-81.362936
5067,24637,37.061082,-81.713894
5068,24639,37.160378,-81.888205
5069,24641,37.111816,-81.802451
5070,24646,37.143346,-82.024578
5071,24649,37.063005,-81.899474
5072,24651,37.075529,-81.503095
5073,24656,37.175055,-82.124994
5074,24657,37.226515,-81.856782
5075,24701,37.305951,-81.204941
5076,24712,37.463059,-81.01501
5077,24714,37.484469,-81.190073
5078,24715,37.340392,-81.324618
5079,24716,37.480042,-81.371826
5080,24719,37.487167,-81.326725
5081,24724,37.330881,-81.299757
5082,24726,37.514751,-81.352074
5083,24729,37.449867,-81.26001
5084,24731,37.397966,-81.151064
5085,24733,37.450768,-81.205194
5086,24736,37.444189,-81.2774
5087,24737,37.352245,-81.249309
5088,24738,37.302041,-81.3097
5089,24740,37.373474,-81.005001
5090,24747,37.378752,-81.299696
5091,24801,37.448883,-81.576989
5092,24808,37.330026,-81.422403
5093,24811,37.399166,-81.771251
5094,24813,37.357412,-81.720113
5095,24815,37.241667,-81.659603
5096,24816,37.461102,-81.705939
5097,24817,37.352268,-81.80478
5098,24818,37.602702,-81.624946
5099,24822,37.647094,-81.697294
5100,24823,37.67197,-81.751948
5101,24826,37.293267,-81.623592
5102,24827,37.75327,-81.64148
5103,24828,37.4989,-81.636635
5104,24830,37.323125,-81.506122
5105,24831,37.394105,-81.411521
5106,24834,37.547689,-81.630566
5107,24836,37.333874,-81.55862
5108,24839,37.560676,-81.738389
5109,24843,37.487144,-81.7101
5110,24844,37.462452,-81.806627
5111,24845,37.517953,-81.817841
5112,24846,37.529522,-81.91286
5113,24847,37.577109,-81.418416
5114,24848,37.303745,-81.460677
5115,24849,37.665763,-81.542748
5116,24850,37.32097,-81.850505
5117,24851,37.601371,-81.833685
5118,24853,37.435447,-81.511823
5119,24854,37.736493,-81.572685
5120,24857,37.67251,-81.660302
5121,24860,37.66017,-81.607608
5122,24861,37.350951,-81.36313
5123,24862,37.469177,-81.964569
5124,24866,37.248133,-81.580323
5125,24867,37.595764,-81.444714
5126,24868,37.43845,-81.389063
5127,24869,37.562684,-81.838107
5128,24870,37.765445,-81.510219
5129,24871,37.359301,-81.468304
5130,24872,37.449369,-81.920479
5131,24873,37.366148,-81.878193
5132,24874,37.542528,-81.555341
5133,24878,37.439308,-81.625265
5134,24879,37.313896,-81.758686
5135,24880,37.65141,-81.530693
5136,24881,37.431342,-81.684596
5137,24882,37.625597,-81.766
5138,24884,37.23047,-81.604088
5139,24887,37.373345,-81.404173
5140,24888,37.392804,-81.483252
5141,24892,37.32694,-81.687785
5142,24894,37.274965,-81.713671
5143,24898,37.593853,-81.610128
5144,24901,37.855406,-80.451557
5145,24910,37.750526,-80.648133
5146,24915,38.465457,-79.77717
5147,24916,37.828599,-80.581103
5148,24918,37.522173,-80.74531
5149,24920,38.580079,-79.704212
5150,24924,38.201314,-80.16489
5151,24925,37.714707,-80.376437
5152,24927,38.375187,-79.957107
5153,24931,37.919011,-80.588601
5154,24934,38.333579,-79.891016
5155,24935,37.56653,-80.808493
5156,24938,37.893492,-80.387188
5157,24941,37.588011,-80.346704
5158,24944,38.389627,-79.783657
5159,24945,37.541978,-80.677193
5160,24946,38.18442,-80.262312
5161,24951,37.484254,-80.643612
5162,24954,38.224907,-80.056049
5163,24957,37.885394,-80.425002
5164,24962,37.662404,-80.718357
5165,24963,37.436413,-80.758492
5166,24966,38.078505,-80.362598
5167,24970,37.728072,-80.474482
5168,24974,37.641768,-80.448356
5169,24976,37.656964,-80.511709
5170,24977,37.897155,-80.687105
5171,24981,37.629807,-80.735884
5172,24983,37.57499,-80.518586
5173,24984,37.49353,-80.40502
5174,24986,37.921086,-80.145726
5175,24991,38.021577,-80.497448
5176,25002,38.135764,-81.24173
5177,25003,38.252558,-81.784866
5178,25005,38.583444,-81.256426
5179,25007,37.82484,-81.430458
5180,25008,37.947061,-81.34397
5181,25009,38.202305,-81.684573
5182,25011,38.508579,-81.839417
5183,25015,38.246134,-81.497258
5184,25019,38.371626,-81.068876
5185,25021,37.922107,-81.679778
5186,25022,37.860342,-81.81904
5187,25024,38.159082,-81.623721
5188,25025,38.31469,-81.411393
5189,25028,37.947147,-81.725572
5190,25030,38.453317,-81.225847
5191,25031,38.148617,-81.275148
5192,25033,38.612061,-81.924382
5193,25035,38.165242,-81.521007
5194,25036,38.214746,-81.258404
5195,25039,38.234956,-81.363266
5196,25040,38.126501,-81.235109
5197,25043,38.425757,-81.003154
5198,25044,37.911676,-81.368705
5199,25045,38.447483,-81.329322
5200,25047,37.920527,-81.767625
5201,25048,37.945828,-81.437333
5202,25049,38.115286,-81.558257
5203,25051,38.156947,-81.709791
5204,25053,38.036736,-81.878922
5205,25054,38.110531,-81.48849
5206,25057,38.120375,-81.253436
5207,25059,38.220237,-81.202847
5208,25060,37.94454,-81.427325
5209,25061,38.174502,-81.439839
5210,25062,37.880313,-81.432653
5211,25063,38.570368,-80.929492
5212,25064,38.377043,-81.749626
5213,25067,38.201538,-81.442935
5214,25070,38.545843,-81.931687
5215,25071,38.462464,-81.466833
5216,25075,38.060218,-81.405213
5217,25076,37.868612,-81.930987
5218,25081,38.075052,-81.754659
5219,25082,38.604207,-82.031043
5220,25083,38.069889,-81.367758
5221,25085,38.172682,-81.20548
5222,25086,38.203982,-81.41735
5223,25088,38.398602,-81.208823
5224,25090,38.155129,-81.221003
5225,25093,37.98311,-81.669642
5226,25102,38.191015,-81.374818
5227,25103,38.180757,-81.381089
5228,25106,38.790572,-82.100288
5229,25107,38.229749,-81.621635
5230,25108,37.973583,-81.881188
5231,25109,38.526763,-81.851908
5232,25110,38.21843,-81.314979
5233,25111,38.352883,-81.128837
5234,25112,38.380263,-81.767141
5235,25113,38.553281,-81.046284
5236,25114,37.987318,-81.786336
5237,25115,38.122192,-81.182251
5238,25118,38.11166,-81.305965
5239,25119,38.041356,-81.276239
5240,25121,37.916211,-81.897277
5241,25123,38.730175,-81.900044
5242,25124,38.62249,-81.778935
5243,25125,38.311679,-81.21523
5244,25126,38.202733,-81.372678
5245,25130,38.032999,-81.752251
5246,25132,38.293532,-81.344598
5247,25133,38.477116,-81.145106
5248,25134,38.16283,-81.490556
5249,25136,38.150173,-81.327319
5250,25139,38.137583,-81.291458
5251,25140,37.839893,-81.498515
5252,25141,38.626886,-81.025349
5253,25142,38.153554,-81.729882
5254,25143,38.417874,-81.819479
5255,25148,38.045589,-81.56173
5256,25149,37.949155,-81.771997
5257,25152,38.058191,-81.250675
5258,25154,38.120576,-81.713325
5259,25156,38.183259,-81.336855
5260,25159,38.523611,-81.788899
5261,25160,38.282203,-81.272662
5262,25161,38.052784,-81.318726
5263,25162,38.207558,-81.387342
5264,25164,38.509184,-81.204946
5265,25165,38.146044,-81.649422
5266,25168,38.560349,-81.87985
5267,25169,38.175825,-81.78984
5268,25173,38.091155,-81.229776
5269,25174,37.86566,-81.410962
5270,25177,38.367284,-81.848331
5271,25180,37.790262,-81.436271
5272,25181,38.04929,-81.6412
5273,25183,37.914012,-81.790074
5274,25185,38.235187,-81.238016
5275,25186,38.182372,-81.271197
5276,25187,38.724539,-82.029452
5277,25193,38.03546,-81.507099
5278,25201,38.335613,-81.490465
5279,25202,38.316375,-81.859088
5280,25203,38.015993,-81.882308
5281,25204,37.925321,-81.61456
5282,25205,38.019487,-81.793006
5283,25206,37.997807,-81.695777
5284,25208,37.836513,-81.639765
5285,25209,37.952988,-81.519912
5286,25211,38.46869,-80.888411
5287,25213,38.512666,-81.913305
5288,25214,38.187702,-81.538244
5289,25234,38.811456,-81.138257
5290,25235,38.669527,-81.0895
5291,25239,38.83866,-81.846681
5292,25241,38.787975,-81.810031
5293,25243,38.686717,-81.479468
5294,25244,38.767566,-81.550872
5295,25245,38.69742,-81.755385
5296,25247,39.005944,-82.006294
5297,25248,38.644268,-81.613862
5298,25251,38.620525,-81.236323
5299,25252,38.950961,-81.511175
5300,25253,38.921064,-81.96149
5301,25259,38.673526,-81.251761
5302,25260,39.003788,-82.031958
5303,25261,38.821662,-81.080487
5304,25262,38.907802,-81.826041
5305,25264,38.859864,-81.893884
5306,25265,38.986622,-81.957737
5307,25266,38.605981,-81.162323
5308,25267,38.833599,-80.940901
5309,25268,38.725084,-81.076202
5310,25270,38.864758,-81.424903
5311,25271,38.78851,-81.692539
5312,25275,38.921509,-81.610584
5313,25276,38.78208,-81.328691
5314,25285,38.539656,-81.101556
5315,25286,38.615199,-81.407985
5316,25287,38.954715,-82.051426
5317,25301,38.350719,-81.630359
5318,25302,38.393184,-81.59547
5319,25303,38.359561,-81.68613
5320,25304,38.306056,-81.593194
5321,25305,38.337629,-81.612742
5322,25306,38.312522,-81.499429
5323,25309,38.308648,-81.749531
5324,25311,38.366863,-81.557035
5325,25312,38.448403,-81.659346
5326,25313,38.419303,-81.766456
5327,25314,38.308083,-81.640254
5328,25315,38.222276,-81.56033
5329,25320,38.539851,-81.633191
5330,25401,39.457153,-77.972619
5331,25403,39.47485,-78.011639
5332,25404,39.483025,-77.890325
5333,25405,39.409184,-77.961535
5334,25411,39.548748,-78.22147
5335,25413,39.310588,-78.055948
5336,25414,39.242415,-77.865749
5337,25419,39.575796,-77.89571
5338,25420,39.381565,-78.115041
5339,25422,39.544988,-78.354289
5340,25425,39.306168,-77.773612
5341,25427,39.534237,-78.066125
5342,25428,39.380635,-78.02221
5343,25430,39.327184,-77.937913
5344,25431,39.483762,-78.574312
5345,25432,39.305755,-77.78429
5346,25434,39.439723,-78.46111
5347,25437,39.427797,-78.570489
5348,25438,39.323441,-77.864008
5349,25442,39.370198,-77.832595
5350,25443,39.443745,-77.817226
5351,25444,39.412854,-78.523889
5352,25446,39.241588,-77.953405
5353,25501,38.153876,-81.969643
5354,25502,38.656399,-82.117158
5355,25503,38.612591,-82.120957
5356,25504,38.376421,-82.270009
5357,25505,38.012295,-82.03119
5358,25506,38.20472,-82.18702
5359,25507,38.395279,-82.563009
5360,25508,37.96394,-82.021969
5361,25510,38.382304,-82.082946
5362,25511,38.051218,-82.33503
5363,25512,38.184728,-82.327278
5364,25514,38.10026,-82.528704
5365,25515,38.756623,-82.146875
5366,25517,38.108275,-82.443166
5367,25520,38.561148,-82.182864
5368,25521,38.219782,-81.999378
5369,25523,38.278729,-82.049132
5370,25524,38.021624,-82.117351
5371,25526,38.394443,-81.991309
5372,25529,38.152577,-81.846879
5373,25530,38.35838,-82.576854
5374,25534,38.084433,-82.274956
5375,25535,38.308557,-82.434852
5376,25537,38.533383,-82.281971
5377,25540,38.182609,-82.156471
5378,25541,38.480587,-82.130164
5379,25545,38.458992,-82.217439
5380,25547,37.916034,-81.965478
5381,25550,38.863326,-82.067437
5382,25555,38.213877,-82.549652
5383,25557,38.105832,-82.171951
5384,25559,38.324948,-82.229139
5385,25560,38.445189,-81.899312
5386,25564,38.272188,-81.901012
5387,25565,38.102343,-81.964488
5388,25567,38.215954,-81.870097
5389,25570,38.218917,-82.425284
5390,25571,38.313493,-82.155813
5391,25573,38.23218,-81.941115
5392,25601,37.862732,-82.009247
5393,25606,37.764974,-81.819803
5394,25607,37.784917,-81.784145
5395,25608,37.574102,-81.889362
5396,25611,37.688915,-81.840825
5397,25617,37.721101,-81.77832
5398,25621,37.626932,-81.941828
5399,25624,37.900691,-81.981776
5400,25625,37.81936,-82.081236
5401,25628,37.768114,-81.862466
5402,25630,37.788222,-81.691063
5403,25632,37.729709,-81.924055
5404,25634,37.735864,-81.84059
5405,25635,37.707103,-81.885979
5406,25637,37.861773,-82.029479
5407,25638,37.758843,-81.990584
5408,25639,37.881353,-81.958345
5409,25644,37.704742,-82.022096
5410,25646,37.847286,-81.883987
5411,25647,37.78681,-81.984432
5412,25649,37.875404,-82.09308
5413,25650,37.670367,-81.819109
5414,25651,37.601637,-81.987573
5415,25652,37.790733,-82.045124
5416,25653,37.828964,-81.998297
5417,25654,37.795626,-81.873719
5418,25661,37.73616,-82.273932
5419,25666,37.926751,-82.248854
5420,25669,37.932138,-82.391484
5421,25670,37.721161,-82.158989
5422,25671,37.883864,-82.191926
5423,25672,37.581336,-82.113087
5424,25674,37.868833,-82.351577
5425,25676,37.837737,-82.193065
5426,25678,37.590303,-82.065234
5427,25688,37.621295,-82.119118
5428,25690,37.68978,-82.124445
5429,25692,37.63629,-82.109819
5430,25696,37.679044,-82.115919
5431,25699,37.961653,-82.33255
5432,25701,38.365689,-82.40525
5433,25702,38.434723,-82.314415
5434,25703,38.424914,-82.418697
5435,25704,38.30761,-82.487363
5436,25705,38.404576,-82.360178
5437,25801,37.822892,-81.266198
5438,25810,37.596671,-81.349283
5439,25811,37.562416,-81.296146
5440,25812,38.181993,-81.122676
5441,25813,37.761846,-81.101871
5442,25817,37.758442,-81.397501
5443,25818,37.860276,-81.191992
5444,25820,37.515101,-81.162702
5445,25823,37.661591,-81.210671
5446,25825,37.644282,-81.082976
5447,25826,37.574891,-81.356758
5448,25827,37.739101,-81.254768
5449,25831,37.959313,-80.930792
5450,25832,37.715324,-81.118819
5451,25836,37.774944,-81.278687
5452,25837,38.048142,-81.011901
5453,25839,37.778207,-81.387207
5454,25840,38.042891,-81.122665
5455,25841,37.560685,-81.09243
5456,25843,37.609609,-81.118411
5457,25844,37.800275,-81.383269
5458,25845,37.695336,-81.525185
5459,25846,37.906328,-81.132507
5460,25848,37.718147,-81.428265
5461,25849,37.729977,-81.279707
5462,25853,37.640411,-81.312103
5463,25854,38.136747,-80.979861
5464,25855,37.936058,-81.156062
5465,25857,37.64425,-81.281535
5466,25862,38.085516,-81.061427
5467,25864,37.876046,-81.036063
5468,25865,37.71154,-81.362406
5469,25868,38.086709,-80.958315
5470,25870,37.630165,-81.389346
5471,25871,37.769825,-81.210442
5472,25873,37.750066,-81.213823
5473,25875,37.679114,-81.460808
5474,25876,37.631101,-81.449139
5475,25878,37.715436,-81.229778
5476,25879,37.983629,-81.106037
5477,25880,37.878948,-81.207573
5478,25882,37.632143,-81.393396
5479,25901,37.950702,-81.11705
5480,25902,37.569827,-81.217459
5481,25904,37.928234,-81.283417
5482,25906,37.836755,-81.114354
5483,25907,37.856017,-81.086212
5484,25908,37.67532,-81.247167
5485,25911,37.758042,-81.167172
5486,25913,37.714061,-81.489465
5487,25915,37.590131,-81.29126
5488,25916,37.675614,-81.498056
5489,25917,37.991078,-81.218428
5490,25918,37.7532,-80.995641
5491,25920,37.688595,-81.33404
5492,25921,37.672258,-81.31412
5493,25922,37.465967,-81.105042
5494,25928,37.558121,-81.332573
5495,25932,37.752007,-81.299566
5496,25936,37.923452,-81.039103
5497,25938,38.153072,-81.046857
5498,25942,38.017647,-80.995148
5499,25951,37.662049,-80.866432
5500,25958,38.022833,-80.75001
5501,25962,37.985767,-80.799157
5502,25969,37.617988,-81.001928
5503,25971,37.477419,-80.977446
5504,25972,38.035716,-80.746126
5505,25976,37.848997,-80.842768
5506,25977,37.798478,-80.903302
5507,25978,37.620672,-80.945014
5508,25979,37.510942,-80.913482
5509,25981,38.097057,-80.711083
5510,25984,38.029233,-80.597366
5511,25985,37.783259,-80.813329
5512,25989,37.680938,-81.069851
5513,26003,40.070163,-80.647242
5514,26030,40.220169,-80.656289
5515,26031,40.009395,-80.729265
5516,26032,40.192393,-80.54047
5517,26033,39.83024,-80.578022
5518,26034,40.598473,-80.552334
5519,26035,40.3449,-80.553539
5520,26036,39.97772,-80.554299
5521,26037,40.335562,-80.584518
5522,26038,39.964591,-80.724103
5523,26039,39.799369,-80.674066
5524,26040,39.988521,-80.715964
5525,26041,39.887241,-80.705476
5526,26047,40.520184,-80.589222
5527,26050,40.607741,-80.607637
5528,26055,39.7543,-80.782572
5529,26056,40.531275,-80.577127
5530,26059,40.057468,-80.604858
5531,26060,40.110039,-80.557624
5532,26062,40.42669,-80.560679
5533,26070,40.259769,-80.580062
5534,26074,40.159897,-80.595416
5535,26075,40.193433,-80.668044
5536,26101,39.240324,-81.575872
5537,26104,39.276141,-81.480363
5538,26105,39.329575,-81.514622
5539,26133,39.123282,-81.672414
5540,26134,39.368717,-81.290434
5541,26136,38.959489,-81.137586
5542,26137,38.995599,-81.049374
5543,26138,39.023425,-81.206015
5544,26141,38.933552,-81.24588
5545,26142,39.205781,-81.449266
5546,26143,39.056366,-81.372736
5547,26146,39.457065,-81.036844
5548,26147,38.904543,-81.07539
5549,26148,39.058499,-81.182808
5550,26149,39.483305,-80.825642
5551,26150,39.157283,-81.535898
5552,26151,38.879222,-81.172051
5553,26152,39.010062,-81.195907
5554,26155,39.630056,-80.763963
5555,26159,39.598891,-80.921996
5556,26160,38.981202,-81.412057
5557,26161,39.180564,-81.2482
5558,26164,39.0107,-81.701191
5559,26167,39.538939,-80.743385
5560,26169,39.072207,-81.571589
5561,26170,39.358255,-81.167847
5562,26175,39.537188,-80.974755
5563,26178,39.058252,-81.038103
5564,26180,39.194913,-81.3663
5565,26181,39.209354,-81.664619
5566,26184,39.294993,-81.35272
5567,26187,39.37325,-81.447125
5568,26201,39.001871,-80.197424
5569,26202,38.210138,-80.629587
5570,26203,38.548476,-80.58844
5571,26205,38.326803,-80.650399
5572,26206,38.43744,-80.522355
5573,26208,38.323416,-80.505355
5574,26209,38.428758,-79.988943
5575,26215,38.707115,-80.374949
5576,26217,38.611014,-80.446813
5577,26218,38.844938,-80.266223
5578,26222,38.660184,-80.343304
5579,26224,38.74031,-80.182939
5580,26228,38.754405,-80.370949
5581,26230,38.671816,-80.175663
5582,26234,38.773784,-80.31511
5583,26236,38.744665,-80.234661
5584,26237,38.845411,-80.15068
5585,26238,39.108814,-80.174014
5586,26241,38.932602,-79.788254
5587,26250,39.033465,-79.962538
5588,26253,38.781095,-79.867788
5589,26254,38.880658,-79.662794
5590,26257,38.91917,-80.003647
5591,26259,38.8029,-79.896056
5592,26260,39.08233,-79.424054
5593,26261,38.202704,-80.545044
5594,26263,38.94891,-79.437597
5595,26264,38.575718,-79.827132
5596,26266,38.411676,-80.476414
5597,26267,38.947718,-80.091877
5598,26268,38.748961,-79.738897
5599,26269,39.10561,-79.620053
5600,26270,38.863204,-79.578017
5601,26271,39.034698,-79.558784
5602,26273,38.624994,-79.967513
5603,26275,38.976177,-79.951043
5604,26276,39.025525,-79.772894
5605,26278,38.825363,-80.030486
5606,26280,38.729568,-80.029552
5607,26282,38.521675,-80.16247
5608,26283,39.062858,-79.81258
5609,26285,38.912935,-79.937516
5610,26287,39.181768,-79.642276
5611,26288,38.512962,-80.347136
5612,26291,38.394596,-80.154407
5613,26292,39.141915,-79.533672
5614,26293,38.782444,-79.93579
5615,26294,38.531451,-80.034309
5616,26296,38.764498,-79.553568
5617,26298,38.471041,-80.253444
5618,26301,39.301498,-80.393977
5619,26320,39.404104,-80.812062
5620,26321,39.046479,-80.674595
5621,26323,39.262588,-80.29061
5622,26325,39.098947,-80.904803
5623,26327,39.122886,-80.94277
5624,26330,39.285269,-80.220851
5625,26335,38.843539,-80.684125
5626,26337,39.230232,-81.160993
5627,26338,39.076885,-80.619539
5628,26339,39.422207,-80.613976
5629,26342,39.033601,-80.85483
5630,26343,38.82223,-80.421976
5631,26346,39.29,-81.060074
5632,26347,39.256558,-80.126099
5633,26348,39.462415,-80.545251
5634,26349,39.235703,-80.130286
5635,26351,38.926224,-80.837517
5636,26354,39.34813,-80.031779
5637,26361,39.366722,-80.317562
5638,26362,39.152149,-81.065351
5639,26366,39.381255,-80.334489
5640,26369,39.333961,-80.331754
5641,26372,38.959136,-80.346572
5642,26374,39.452313,-79.875295
5643,26376,38.784372,-80.453871
5644,26377,39.496261,-80.647037
5645,26378,39.121091,-80.437639
5646,26384,38.981938,-80.706771
5647,26385,39.160459,-80.353915
5648,26386,39.395847,-80.405822
5649,26404,39.33584,-80.306513
5650,26405,39.225164,-79.910422
5651,26408,39.196594,-80.306444
5652,26410,39.404974,-79.808333
5653,26411,39.182862,-80.712694
5654,26412,38.869257,-80.529818
5655,26415,39.288299,-80.939205
5656,26416,39.157139,-80.023725
5657,26419,39.487693,-80.686389
5658,26421,39.181955,-80.924287
5659,26422,39.29449,-80.443881
5660,26424,39.266882,-80.173598
5661,26425,39.275651,-79.760271
5662,26426,39.287032,-80.564431
5663,26430,38.871117,-80.763586
5664,26431,39.399028,-80.295345
5665,26435,39.266587,-80.092281
5666,26436,39.297278,-80.719427
5667,26437,39.525975,-80.50893
5668,26438,39.346605,-80.319108
5669,26440,39.321695,-79.918717
5670,26443,39.075944,-80.753162
5671,26444,39.363716,-79.770661
5672,26447,38.911775,-80.479076
5673,26448,39.394844,-80.517109
5674,26451,39.207743,-80.402248
5675,26452,39.037157,-80.528154
5676,26456,39.26294,-80.774047
5677,26501,39.634144,-80.036792
5678,26505,39.649517,-79.945258
5679,26508,39.602633,-79.895396
5680,26519,39.569166,-79.627057
5681,26520,39.496998,-79.823625
5682,26521,39.713283,-80.228143
5683,26525,39.654026,-79.62581
5684,26534,39.648141,-80.001649
5685,26537,39.488133,-79.709884
5686,26541,39.695015,-80.125243
5687,26542,39.574651,-79.782809
5688,26543,39.664624,-79.999859
5689,26547,39.511738,-79.813851
5690,26554,39.465392,-80.109845
5691,26559,39.501274,-80.168209
5692,26560,39.541991,-80.146976
5693,26562,39.647266,-80.460604
5694,26563,39.48238,-80.27357
5695,26568,39.424891,-80.277841
5696,26570,39.633955,-80.226835
5697,26571,39.526563,-80.262026
5698,26572,39.486629,-80.307759
5699,26574,39.588251,-80.188592
5700,26575,39.677768,-80.441399
5701,26576,39.492501,-80.254748
5702,26581,39.670691,-80.574747
5703,26582,39.528793,-80.380088
5704,26585,39.618451,-80.430782
5705,26586,39.521959,-80.101624
5706,26587,39.517883,-80.292761
5707,26588,39.578871,-80.143989
5708,26590,39.669082,-80.312306
5709,26591,39.451607,-80.296284
5710,26601,38.617423,-80.622737
5711,26610,38.457591,-80.739509
5712,26611,38.846104,-80.846298
5713,26615,38.787252,-80.71919
5714,26617,38.501096,-80.832446
5715,26619,38.751656,-80.705437
5716,26621,38.713341,-80.543405
5717,26623,38.655505,-80.871607
5718,26624,38.719427,-80.794832
5719,26627,38.752473,-80.585064
5720,26629,38.56367,-80.704268
5721,26631,38.812867,-80.54048
5722,26636,38.743911,-80.95825
5723,26638,38.768006,-80.999466
