ST_CASE,YEAR,STATE,COUNTY,FATALS,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_WEATHER,A_LT,A_MC,A_SPCRA,A_PED,A_PED_F,A_PEDAL,A_PEDAL_F,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_RD,A_HR,A_DIST,A_DROWSY,BIA,SPJ_INDIAN,INDIAN_RES
62003,2020,6,71,1,1,9,1,2,1,2,4,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
62004,2020,6,19,1,1,9,2,2,1,2,5,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62005,2020,6,111,3,1,9,2,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,0,0,0
62006,2020,6,73,1,1,9,2,2,4,1,4,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62007,2020,6,65,1,1,9,2,2,4,2,6,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,0,0,0
62008,2020,6,73,3,1,9,2,2,4,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62009,2020,6,87,1,1,9,1,2,1,2,3,2,3,2,1,2,13,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,0,0,0
62010,2020,6,111,1,1,9,2,2,3,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62011,2020,6,71,1,1,9,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62012,2020,6,61,1,1,9,2,2,4,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0
62013,2020,6,5,1,1,9,1,2,4,2,3,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62014,2020,6,107,1,1,9,1,2,3,2,3,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62015,2020,6,73,1,1,9,2,1,4,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0
62016,2020,6,19,1,1,9,1,2,4,2,3,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
62017,2020,6,53,1,1,9,1,2,4,2,5,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
62018,2020,6,53,1,1,9,1,2,1,2,5,3,4,2,1,2,6,1,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
62019,2020,6,53,1,1,9,2,2,1,2,5,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
62020,2020,6,53,1,1,9,2,2,2,2,5,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62021,2020,6,29,1,1,9,2,2,4,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,0,0,0
62022,2020,6,71,1,1,9,1,2,4,2,4,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
62023,2020,6,99,1,1,9,2,2,1,1,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62024,2020,6,47,1,1,9,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62025,2020,6,73,1,1,9,1,2,4,2,5,2,1,2,2,1,13,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62026,2020,6,73,1,1,9,2,2,1,2,5,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62027,2020,6,23,1,1,9,2,2,1,1,5,1,1,2,1,2,13,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62028,2020,6,65,1,1,9,2,2,4,2,5,2,1,1,1,1,13,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62029,2020,6,7,2,1,9,1,2,1,1,3,1,2,1,1,3,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,1,0,0,0
62030,2020,6,37,1,1,9,2,1,1,2,1,3,1,2,2,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62031,2020,6,71,1,1,9,1,2,1,2,3,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
62032,2020,6,85,1,1,9,2,1,4,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
62033,2020,6,85,1,1,9,2,2,1,2,2,3,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62034,2020,6,85,1,1,9,2,2,4,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62035,2020,6,25,2,1,9,1,1,4,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,0,0,0
62036,2020,6,111,1,1,9,1,2,2,2,2,2,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
62037,2020,6,11,2,1,9,1,1,4,2,1,2,1,3,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62038,2020,6,95,1,1,9,2,1,1,2,1,2,6,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62039,2020,6,19,1,1,9,1,2,1,2,6,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62040,2020,6,59,1,1,9,2,2,4,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
62041,2020,6,65,1,1,9,2,2,3,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
62042,2020,6,71,1,1,9,1,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62043,2020,6,67,1,1,9,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62044,2020,6,115,1,1,9,1,2,1,2,5,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62045,2020,6,19,1,1,9,1,2,1,1,4,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
62046,2020,6,107,1,1,9,1,2,1,2,6,2,5,1,2,2,1,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
62047,2020,6,65,1,1,9,2,2,1,1,4,1,4,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,0,0,0
62048,2020,6,29,1,1,9,1,2,1,2,4,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
62049,2020,6,29,1,1,9,2,2,1,2,3,3,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62050,2020,6,109,1,1,9,2,2,1,2,5,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,0,0,0
62051,2020,6,37,1,1,9,2,2,1,1,3,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62052,2020,6,7,3,1,9,2,2,4,2,6,2,1,3,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62053,2020,6,71,1,1,9,2,2,4,1,6,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
62054,2020,6,13,1,1,9,2,2,4,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
62055,2020,6,71,1,1,9,1,1,4,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62056,2020,6,71,1,1,9,1,1,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62057,2020,6,71,1,1,9,1,2,1,2,4,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62058,2020,6,65,1,1,9,1,1,4,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62059,2020,6,65,1,1,9,1,1,4,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62060,2020,6,19,1,1,9,1,2,1,2,3,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62061,2020,6,65,2,1,9,1,2,1,1,5,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
62062,2020,6,65,1,1,9,1,2,1,2,3,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62063,2020,6,71,1,1,9,1,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62064,2020,6,13,1,1,9,2,1,1,2,1,2,1,2,2,1,13,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62065,2020,6,65,1,1,9,1,2,1,2,5,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62066,2020,6,85,1,1,9,2,2,1,2,2,3,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62067,2020,6,83,1,1,9,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
62068,2020,6,111,1,1,9,2,2,4,2,3,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62069,2020,6,107,1,1,9,2,2,1,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62070,2020,6,73,1,1,9,2,2,4,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62071,2020,6,77,1,1,9,2,2,4,1,5,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62072,2020,6,97,1,1,9,2,2,4,2,6,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
62073,2020,6,107,1,1,9,2,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,1,1,1,1,3,2,2,2,2,2,2,2,1,1,2,2,0,0,0
62074,2020,6,87,1,1,9,2,2,4,1,4,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,1,2,1,2,0,0,0
62075,2020,6,65,1,1,9,2,2,1,1,5,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
62076,2020,6,61,1,1,9,1,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62077,2020,6,29,1,1,9,2,2,3,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62078,2020,6,63,1,1,9,1,2,4,2,4,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62079,2020,6,1,1,1,9,2,1,1,2,1,2,5,1,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62080,2020,6,19,1,1,9,1,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62081,2020,6,19,1,1,9,2,2,1,2,5,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
62082,2020,6,19,1,1,9,1,2,1,2,4,2,4,2,1,2,13,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62083,2020,6,37,1,1,9,2,1,1,2,1,2,1,2,2,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
62084,2020,6,37,2,1,9,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62085,2020,6,53,1,1,9,1,2,1,2,5,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
62086,2020,6,53,1,1,9,1,2,1,1,2,1,4,2,2,3,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,0,0,0
62087,2020,6,53,1,1,9,2,2,4,2,5,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62088,2020,6,29,1,1,9,1,2,1,2,3,2,3,2,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62089,2020,6,29,1,1,9,1,2,1,2,6,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62090,2020,6,71,2,1,9,1,2,1,2,4,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62091,2020,6,103,2,1,9,2,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62092,2020,6,67,1,1,9,2,1,1,2,1,2,1,2,1,2,6,1,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,1,2,2,0,0,0
62093,2020,6,1,1,1,9,2,1,3,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
62094,2020,6,1,1,1,9,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62095,2020,6,1,1,1,9,2,1,4,2,1,2,1,2,1,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
62096,2020,6,47,1,1,9,1,2,4,2,5,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62097,2020,6,65,1,1,9,2,2,1,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
62098,2020,6,73,1,1,9,1,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
62099,2020,6,65,1,1,9,1,2,1,2,4,2,3,1,2,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62100,2020,6,13,1,1,9,2,2,1,2,2,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
62101,2020,6,25,1,1,9,1,2,1,2,3,2,1,2,2,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62102,2020,6,71,1,1,9,1,2,1,1,6,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,1,1
62103,2020,6,7,1,1,9,2,2,1,2,4,2,4,1,1,2,13,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62104,2020,6,25,1,1,9,1,1,4,2,1,2,1,2,2,1,10,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
62105,2020,6,73,1,1,9,2,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
62106,2020,6,99,1,1,9,2,2,1,2,4,2,1,2,2,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62107,2020,6,81,1,1,9,2,2,4,1,4,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
62108,2020,6,37,1,1,9,2,2,1,1,3,1,4,2,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2,0,0,0
62109,2020,6,65,1,1,9,2,2,1,2,4,2,3,1,1,3,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62110,2020,6,73,1,1,9,2,2,1,2,5,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62111,2020,6,59,2,1,9,2,2,1,1,4,1,4,2,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,1,2,2,0,0,0
62112,2020,6,103,1,1,9,1,2,1,2,3,2,2,1,1,3,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
62113,2020,6,65,1,1,9,2,2,1,1,3,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62114,2020,6,77,1,1,9,2,2,1,2,2,2,2,2,2,3,1,1,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62115,2020,6,1,1,1,9,2,1,1,2,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62116,2020,6,29,1,1,9,1,2,1,2,3,3,4,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62117,2020,6,37,1,1,9,1,2,4,2,3,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62118,2020,6,65,2,1,9,2,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
62119,2020,6,77,1,1,9,1,2,4,2,5,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
62120,2020,6,13,1,1,9,2,2,4,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62121,2020,6,99,2,1,9,1,2,1,2,3,2,5,2,2,3,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,1,2,0,0,0
62122,2020,6,99,1,1,9,1,2,4,2,4,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62123,2020,6,73,1,1,9,2,1,4,2,1,3,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62124,2020,6,19,1,1,9,1,2,1,1,5,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
62125,2020,6,29,1,1,9,2,2,1,2,2,2,5,1,1,2,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62126,2020,6,73,1,1,9,1,1,3,2,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
62127,2020,6,67,1,1,9,1,2,1,2,3,2,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62128,2020,6,77,1,1,9,1,2,1,2,3,2,3,2,2,3,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
62129,2020,6,111,1,1,9,1,2,4,2,4,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62130,2020,6,111,1,1,9,2,2,4,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,0,0,0
62131,2020,6,37,1,1,9,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
62132,2020,6,39,1,1,9,1,2,4,2,6,2,1,1,1,1,99,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62133,2020,6,29,1,1,9,2,2,1,2,3,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62134,2020,6,29,1,1,9,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62135,2020,6,65,1,1,9,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
62136,2020,6,35,3,1,9,1,2,1,2,3,2,3,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
62137,2020,6,67,1,1,9,1,2,1,2,3,2,3,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62138,2020,6,77,2,1,9,1,2,1,2,3,2,1,2,1,3,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62139,2020,6,99,1,1,9,1,2,1,2,3,2,3,2,1,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62140,2020,6,99,2,1,9,1,2,1,1,3,1,4,2,1,3,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62141,2020,6,37,2,1,9,2,1,4,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
62142,2020,6,71,1,1,9,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62143,2020,6,65,1,1,9,2,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62144,2020,6,67,3,1,9,1,2,1,2,3,2,4,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
62145,2020,6,67,1,1,9,1,2,1,1,3,1,4,1,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
62146,2020,6,67,1,1,9,2,2,1,2,2,2,2,2,1,3,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,0,0,0
62147,2020,6,13,1,1,9,2,2,4,2,3,2,1,2,2,1,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62148,2020,6,47,1,1,9,1,2,4,2,4,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62149,2020,6,73,1,1,9,2,2,4,2,4,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
62150,2020,6,65,1,1,9,1,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
62151,2020,6,29,1,1,9,2,2,4,1,3,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62152,2020,6,37,1,1,9,2,1,1,2,1,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,1,2,2,0,0,0
62153,2020,6,37,1,1,9,1,2,1,2,5,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
62154,2020,6,37,1,1,9,2,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62155,2020,6,37,1,1,9,2,1,4,2,1,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62156,2020,6,37,1,1,9,2,2,4,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
62157,2020,6,73,2,1,9,2,1,1,2,1,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62158,2020,6,67,1,1,9,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
62159,2020,6,67,1,1,9,1,2,1,2,5,2,4,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
62160,2020,6,77,1,1,9,1,2,4,2,5,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
62161,2020,6,29,1,1,9,1,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
